CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,Recency_scaled,Frequency_scaled,Monetary_scaled,RFM_Score,CustomerCategory,Cluster_ID
12395,20/11/2011,-354,156,3018.63,0.949061662,0.019755289,0.010759656,0.979576607,High,0
12397,04/11/2011,-338,126,2409.9,0.90616622,0.015931685,0.00858719,0.930685094,Medium,0
12398,25/10/2011,-328,85,1635.66,0.879356568,0.010706092,0.005824043,0.895886703,Medium,0
12399,12/08/2011,-254,59,1108.65,0.680965147,0.007392302,0.003943223,0.692300672,Low,1
12401,09/02/2011,-70,5,84.3,0.18766756,0.000509814,0.000287471,0.188464845,Low,2
12402,20/01/2011,-50,11,225.6,0.134048257,0.001274535,0.000791749,0.136114542,Low,2
12403,21/10/2011,-324,5,427.7,0.868632708,0.000509814,0.001513014,0.870655536,Medium,0
12405,14/07/2011,-225,54,1710.39,0.603217158,0.006755034,0.006090743,0.616062936,Low,1
12406,17/11/2011,-351,105,3415.3,0.941018767,0.013255162,0.012175312,0.96644924,High,0
12407,21/10/2011,-324,77,1708.12,0.868632708,0.009686464,0.006082642,0.884401814,Medium,0
12408,07/11/2011,-341,105,2888.55,0.914209115,0.013255162,0.01029542,0.937759697,Medium,0
12409,22/09/2011,-295,109,11072.67,0.790884718,0.013764976,0.03950332,0.844153015,Medium,0
12410,04/02/2011,-65,26,693.33,0.174262735,0.003186337,0.002461008,0.179910079,Low,2
12412,26/09/2011,-299,61,1226.88,0.801608579,0.007647209,0.004365168,0.813620956,Medium,0
12413,04/10/2011,-307,38,758.1,0.8230563,0.004715779,0.002692162,0.830464241,Medium,0
12414,06/05/2011,-156,18,562.41,0.418230563,0.002166709,0.001993774,0.422391046,Low,1
12415,15/11/2011,-349,714,124914.53,0.935656836,0.090874331,0.445787895,1.472319062,High,0
12417,06/12/2011,-370,192,3649.1,0.991957105,0.024343615,0.013009709,1.029310428,High,0
12418,19/08/2011,-261,34,668.58,0.699731903,0.004205965,0.002372679,0.706310547,Low,1
12420,07/10/2011,-310,29,600.39,0.831099196,0.003568697,0.002129319,0.836797212,Medium,0
12421,24/11/2011,-358,45,807.04,0.959785523,0.005607953,0.002866822,0.968260298,High,0
12422,05/09/2011,-278,39,803.56,0.745308311,0.004843232,0.002854402,0.753005945,Low,1
12423,09/12/2011,-373,125,1859.31,1,0.015804231,0.006622216,1.022426448,High,0
12424,30/06/2011,-211,30,1760.96,0.565683646,0.003696151,0.00627122,0.575651017,Low,1
12425,22/09/2011,-295,36,777.2,0.790884718,0.004460872,0.002760327,0.798105918,Medium,0
12426,29/05/2011,-179,30,582.73,0.479892761,0.003696151,0.002066293,0.485655205,Low,1
12427,18/11/2011,-352,31,825.8,0.943699732,0.003823604,0.002933774,0.95045711,High,0
12428,14/11/2011,-348,294,7956.46,0.932975871,0.037343869,0.028382033,0.998701774,High,0
12429,30/11/2011,-364,97,3750.4,0.975871314,0.012235534,0.013371234,1.001478081,High,0
12430,27/10/2011,-330,11,256.4,0.884718499,0.001274535,0.00090167,0.886894704,Medium,0
12431,04/11/2011,-338,235,6487.45,0.90616622,0.029824114,0.023139356,0.95912969,High,0
12432,28/10/2011,-331,108,5059.32,0.887399464,0.013637522,0.018042573,0.919079559,Medium,0
12433,09/12/2011,-373,420,13375.87,1,0.053403008,0.047723097,1.101126105,High,0
12434,16/09/2011,-289,50,806.14,0.774798928,0.00624522,0.00286361,0.783907758,Medium,0
12435,21/09/2011,-294,36,7829.89,0.788203753,0.004460872,0.027930323,0.820594948,Medium,0
12436,01/09/2011,-274,16,509.01,0.73458445,0.001911802,0.001803197,0.73829945,Low,1
12437,08/12/2011,-372,199,4951.41,0.997319035,0.025235789,0.017657459,1.040212282,High,0
12438,25/11/2011,-359,98,2906.85,0.962466488,0.012362988,0.01036073,0.985190205,High,0
12441,08/12/2010,-7,11,173.55,0.018766756,0.001274535,0.000605991,0.020647282,Low,2
12442,06/12/2011,-370,12,172.06,0.991957105,0.001401988,0.000600673,0.993959766,High,0
12444,18/11/2011,-352,176,5005.46,0.943699732,0.022304359,0.017850355,0.983854446,High,0
12445,17/11/2011,-351,4,133.4,0.941018767,0.00038236,0.000462701,0.941863829,Medium,0
12446,13/10/2011,-316,57,1002.31,0.847184987,0.007137395,0.003563711,0.857886093,Medium,0
12447,10/04/2011,-130,26,476.49,0.348525469,0.003186337,0.001687138,0.353398945,Low,2
12448,26/10/2011,-329,22,449.45,0.882037534,0.002676523,0.001590637,0.886304693,Medium,0
12449,17/11/2011,-351,191,4067.29,0.941018767,0.024216161,0.014502167,0.979737094,High,0
12450,06/07/2011,-217,8,197.88,0.581769437,0.000892174,0.000692821,0.583354432,Low,1
12451,29/11/2011,-363,354,9035.52,0.973190349,0.044991078,0.032233037,1.050414463,High,0
12452,23/11/2011,-357,22,430.57,0.957104558,0.002676523,0.001523257,0.961304337,High,0
12453,28/07/2011,-239,43,707.09,0.64075067,0.005353046,0.002510115,0.648613832,Low,1
12454,14/10/2011,-317,15,3528.34,0.849865952,0.001784349,0.012578735,0.864229035,Medium,0
12455,27/09/2011,-300,90,2466.86,0.804289544,0.01134336,0.008790471,0.824423375,Medium,0
12456,26/10/2011,-329,125,3181.04,0.882037534,0.015804231,0.011339273,0.909181038,Medium,0
12457,04/10/2011,-307,62,2363.23,0.8230563,0.007774662,0.008420631,0.839251594,Medium,0
12458,29/09/2011,-302,38,947.4,0.809651475,0.004715779,0.003367746,0.817734999,Medium,0
12461,06/09/2011,-279,35,826.88,0.747989276,0.004333418,0.002937628,0.755260322,Low,1
12462,21/11/2011,-355,62,1189.59,0.951742627,0.007774662,0.004232086,0.963749375,High,0
12463,17/10/2011,-320,83,1344.78,0.857908847,0.010451185,0.004785936,0.873145968,Medium,0
12464,29/11/2011,-363,29,1212.05,0.973190349,0.003568697,0.004312242,0.981071288,High,0
12465,22/11/2011,-356,47,742.19,0.954423592,0.00586286,0.002635382,0.962921834,High,0
12468,05/06/2011,-186,38,729.54,0.498659517,0.004715779,0.002590236,0.505965532,Low,1
12471,07/12/2011,-371,460,19824.05,0.99463807,0.058501147,0.070735687,1.123874904,High,0
12472,07/11/2011,-341,339,6572.11,0.914209115,0.043079276,0.023441495,0.980729886,High,0
12473,10/11/2011,-344,168,3938.55,0.922252011,0.021284731,0.014042713,0.957579455,High,0
12474,22/11/2011,-356,424,7375.79,0.954423592,0.053912822,0.026309708,1.034646123,High,0
12475,17/10/2011,-320,36,723.38,0.857908847,0.004460872,0.002568252,0.864937971,Medium,0
12476,24/11/2011,-358,233,6816.42,0.959785523,0.029569207,0.0243134,1.01366813,High,0
12477,17/11/2011,-351,300,13219.74,0.941018767,0.03810859,0.047165892,1.026293249,High,0
12478,06/12/2011,-370,36,680.99,0.991957105,0.004460872,0.002416968,0.998834945,High,0
12479,28/11/2011,-362,31,527.2,0.970509383,0.003823604,0.001868115,0.976201103,High,0
12480,11/11/2011,-345,154,3281.63,0.924932976,0.019500382,0.011698264,0.956131622,High,0
12481,17/11/2011,-351,217,5596.32,0.941018767,0.027529952,0.019959046,0.988507764,High,0
12483,22/11/2011,-356,75,2484.98,0.954423592,0.009431557,0.008855139,0.972710289,High,0
12484,07/11/2011,-341,346,4541.72,0.914209115,0.04397145,0.016195336,0.974375902,High,0
12488,30/11/2011,-364,55,1298.66,0.975871314,0.006882488,0.00462134,0.987375142,High,0
12489,07/01/2011,-37,15,334.93,0.09919571,0.001784349,0.001181932,0.102161991,Low,2
12490,04/12/2011,-368,245,5417.93,0.986595174,0.031098649,0.019322399,1.037016222,High,0
12491,01/11/2011,-335,26,460.4,0.898123324,0.003186337,0.001629716,0.902939377,Medium,0
12492,07/10/2011,-310,20,263.21,0.831099196,0.002421616,0.000925974,0.834446786,Medium,0
12493,27/06/2011,-208,22,433.74,0.557640751,0.002676523,0.00153457,0.561851844,Low,1
12494,24/11/2011,-358,77,1246.1,0.959785523,0.009686464,0.004433761,0.973905749,High,0
12497,19/09/2011,-292,14,1043.1,0.782841823,0.001656895,0.003709285,0.788208003,Medium,0
12498,18/11/2011,-352,23,403.7,0.943699732,0.002803977,0.001427362,0.94793107,Medium,0
12500,16/11/2011,-350,61,4257.82,0.938337802,0.007647209,0.01518214,0.96116715,High,0
12501,07/01/2011,-37,149,2169.39,0.09919571,0.018863115,0.007728845,0.125787671,Low,2
12502,05/09/2011,-278,147,3723.87,0.745308311,0.018608208,0.013276552,0.777193071,Medium,1
12504,21/11/2011,-355,9,482.05,0.951742627,0.001019628,0.001706981,0.954469236,High,0
12506,21/04/2011,-141,23,73.5,0.378016086,0.002803977,0.000248927,0.38106899,Low,2
12507,28/07/2011,-239,21,1304.81,0.64075067,0.00254907,0.004643289,0.647943028,Low,1
12508,13/11/2011,-347,69,398.27,0.930294906,0.008666837,0.001407983,0.940369726,Medium,0
12509,28/02/2011,-89,7,176.5,0.238605898,0.000764721,0.000616519,0.239987138,Low,2
12510,20/07/2011,-231,33,982.57,0.619302949,0.004078511,0.003493262,0.626874723,Low,1
12512,04/10/2011,-307,34,138.03,0.8230563,0.004205965,0.000479225,0.82774149,Medium,0
12513,19/08/2011,-261,35,612.29,0.699731903,0.004333418,0.002171788,0.70623711,Low,1
12514,17/03/2011,-106,51,1017.68,0.284182306,0.006372674,0.003618565,0.294173544,Low,2
12515,21/12/2010,-20,16,383.7,0.053619303,0.001911802,0.001355985,0.05688709,Low,2
12516,23/09/2011,-296,26,1312.06,0.793565684,0.003186337,0.004669163,0.801421183,Medium,0
12517,11/11/2011,-345,284,2502.84,0.924932976,0.036069335,0.008918878,0.969921189,High,0
12518,09/12/2011,-373,124,2056.89,1,0.015676778,0.00732735,1.023004128,High,0
12519,07/10/2011,-310,18,340.84,0.831099196,0.002166709,0.001203024,0.834468929,Medium,0
12520,21/09/2011,-294,152,2634.26,0.788203753,0.019245475,0.009387897,0.816837126,Medium,0
12521,20/07/2011,-231,38,599.68,0.619302949,0.004715779,0.002126785,0.626145513,Low,1
12522,31/10/2011,-334,12,192.72,0.895442359,0.001401988,0.000674406,0.897518753,Medium,0
12523,20/11/2011,-354,106,1789.77,0.949061662,0.013382615,0.006374038,0.968818316,High,0
12524,30/11/2011,-364,144,4485.72,0.975871314,0.018225848,0.015995481,1.010092642,High,0
12526,09/12/2011,-373,71,1316.66,1,0.008921744,0.004685579,1.013607323,High,0
12527,19/09/2011,-292,18,348.71,0.782841823,0.002166709,0.001231111,0.786239643,Medium,0
12528,30/11/2011,-364,92,1933.48,0.975871314,0.011598267,0.006886918,0.994356498,High,0
12530,11/10/2011,-314,66,1662.28,0.841823056,0.008284476,0.005919046,0.856026578,Medium,0
12531,25/11/2011,-359,17,125.22,0.962466488,0.002039256,0.000433508,0.964939252,High,0
12532,09/11/2011,-343,16,349.83,0.919571046,0.001911802,0.001235108,0.922717956,Medium,0
12534,01/08/2011,-243,63,1089.18,0.651474531,0.007902116,0.003873737,0.663250384,Low,1
12535,09/09/2011,-282,34,716.35,0.756032172,0.004205965,0.002543163,0.762781299,Low,0
12536,27/10/2011,-330,261,12601.83,0.884718499,0.033137905,0.044960664,0.962817067,High,0
12538,10/11/2011,-344,21,363.95,0.922252011,0.00254907,0.0012855,0.92608658,Medium,0
12539,17/11/2011,-351,273,5568.35,0.941018767,0.034667346,0.019859225,0.995545338,High,0
12540,20/11/2011,-354,478,13400.24,0.949061662,0.06079531,0.047810069,1.057667041,High,0
12541,10/11/2011,-344,52,981.18,0.922252011,0.006500127,0.003488302,0.93224044,Medium,0
12544,03/11/2011,-337,19,372.7,0.903485255,0.002294163,0.001316727,0.907096145,Medium,0
12545,25/09/2011,-298,50,1000.39,0.798927614,0.00624522,0.003556859,0.808729694,Medium,0
12546,24/10/2011,-327,69,1161.5,0.876675603,0.008666837,0.004131837,0.889474276,Medium,0
12547,26/05/2011,-176,8,207.8,0.471849866,0.000892174,0.000728224,0.473470264,Low,1
12548,26/06/2011,-207,5,95.2,0.554959786,0.000509814,0.000326371,0.555795971,Low,1
12550,21/09/2011,-294,57,964.83,0.788203753,0.007137395,0.003429951,0.798771099,Medium,0
12551,17/12/2010,-16,10,168,0.042895442,0.001147081,0.000586184,0.044628707,Low,2
12552,01/11/2011,-335,20,437.82,0.898123324,0.002421616,0.001549131,0.902094071,Medium,0
12553,01/12/2011,-365,191,3692.28,0.978552279,0.024216161,0.013163812,1.015932252,High,0
12556,20/10/2011,-323,121,603.71,0.865951743,0.015294418,0.002141168,0.883387328,Medium,0
12557,23/11/2011,-357,33,11990.96,0.957104558,0.004078511,0.04278056,1.003963629,High,0
12558,02/12/2011,-366,11,269.96,0.981233244,0.001274535,0.000950064,0.983457842,High,0
12559,02/02/2011,-63,21,561.71,0.168900804,0.00254907,0.001991276,0.17344115,Low,2
12560,04/12/2011,-368,105,2134.01,0.986595174,0.013255162,0.007602579,1.007452916,High,0
12561,10/02/2011,-71,16,238.85,0.190348525,0.001911802,0.000839037,0.193099364,Low,2
12562,01/12/2011,-365,168,3781.74,0.978552279,0.021284731,0.013483081,1.013320091,High,0
12564,23/03/2011,-112,21,456.9,0.300268097,0.00254907,0.001617225,0.304434391,Low,2
12565,24/02/2011,-85,9,145.92,0.227882038,0.001019628,0.000507383,0.229409049,Low,2
12566,14/09/2011,-287,19,351.65,0.769436997,0.002294163,0.001241603,0.772972763,Medium,0
12567,17/11/2011,-351,446,9401.28,0.941018767,0.056716798,0.033538379,1.031273944,High,0
12569,07/12/2011,-371,188,4124.69,0.99463807,0.023833801,0.014707019,1.033178889,High,0
12571,31/10/2011,-334,34,519.61,0.895442359,0.004205965,0.001841027,0.901489351,Medium,0
12572,01/12/2011,-365,60,1020.42,0.978552279,0.007519755,0.003628343,0.989700377,High,0
12573,26/04/2011,-146,28,160.54,0.391420912,0.003441244,0.00055956,0.395421716,Low,2
12574,28/01/2011,-58,11,218.45,0.155495979,0.001274535,0.000766232,0.157536746,Low,2
12576,04/11/2011,-338,88,1315.83,0.90616622,0.011088453,0.004682617,0.92193729,Medium,0
12577,04/11/2011,-338,147,657.8,0.90616622,0.018608208,0.002334207,0.927108634,Medium,0
12578,18/11/2011,-352,114,2794.51,0.943699732,0.014402243,0.009959805,0.96806178,High,0
12579,22/09/2011,-295,29,440.42,0.790884718,0.003568697,0.00155841,0.796011826,Medium,0
12580,07/04/2011,-127,24,415.7,0.340482574,0.00293143,0.001470188,0.344884192,Low,2
12581,31/10/2011,-334,15,197.71,0.895442359,0.001784349,0.000692214,0.897918922,Medium,0
12582,15/04/2011,-135,22,511.36,0.361930295,0.002676523,0.001811584,0.366418402,Low,2
12583,07/12/2011,-371,247,7281.38,0.99463807,0.031353556,0.025972773,1.051964399,High,0
12584,06/12/2011,-370,96,2338.15,0.991957105,0.012108081,0.008331125,1.01239631,High,0
12585,19/04/2011,-139,87,2040.1,0.372654155,0.010960999,0.007267429,0.390882583,Low,2
12586,22/11/2011,-356,11,196.94,0.954423592,0.001274535,0.000689466,0.956387594,High,0
12587,02/12/2011,-366,4,144,0.981233244,0.00038236,0.000500531,0.982116136,High,0
12588,31/10/2011,-334,10,214.9,0.895442359,0.001147081,0.000753563,0.897343003,Medium,0
12589,11/11/2011,-345,35,646.68,0.924932976,0.004333418,0.002294521,0.931560915,Medium,0
12590,12/05/2011,-162,68,9864.26,0.434316354,0.008539383,0.035190686,0.478046423,Low,1
12591,26/01/2011,-56,26,452.85,0.150134048,0.003186337,0.001602771,0.154923156,Low,2
12592,08/09/2011,-281,18,437.6,0.753351206,0.002166709,0.001548346,0.757066261,Low,1
12593,23/08/2011,-265,21,418.1,0.710455764,0.00254907,0.001478753,0.714483587,Low,1
12594,02/11/2011,-336,118,3338.22,0.90080429,0.014912057,0.011900225,0.927616571,Medium,0
12596,19/10/2011,-322,27,618.27,0.863270777,0.00331379,0.00219313,0.868777698,Medium,0
12597,20/11/2011,-354,206,3811.22,0.949061662,0.026127963,0.013588291,0.988777917,High,0
12598,30/11/2011,-364,132,3023.08,0.975871314,0.016696406,0.010775537,1.003343257,High,0
12599,10/11/2011,-344,62,1032.58,0.922252011,0.007774662,0.00367174,0.933698413,Medium,0
12600,11/11/2011,-345,64,2599.04,0.924932976,0.008029569,0.009262202,0.942224747,Medium,0
12601,03/06/2011,-184,28,577.06,0.493297587,0.003441244,0.002046058,0.498784889,Low,1
12602,12/10/2011,-315,12,153.12,0.844504021,0.001401988,0.000533079,0.846439089,Medium,0
12603,18/11/2011,-352,2,739.2,0.943699732,0.000127453,0.002624711,0.946451896,Medium,0
12604,21/09/2011,-294,16,254.18,0.788203753,0.001911802,0.000893747,0.791009303,Medium,0
12607,10/10/2011,-313,101,1579.51,0.839142091,0.012745348,0.005623652,0.857511091,Medium,0
12609,22/09/2011,-295,60,1126.85,0.790884718,0.007519755,0.004008176,0.80241265,Medium,0
12610,17/11/2011,-351,106,2099.54,0.941018767,0.013382615,0.007479561,0.961880943,High,0
12611,18/10/2011,-321,65,1193.32,0.860589812,0.008157023,0.004245397,0.872992232,Medium,0
12612,26/09/2011,-299,19,704.04,0.801608579,0.002294163,0.00249923,0.806401972,Medium,0
12613,13/10/2011,-316,153,3344.38,0.847184987,0.019372929,0.011922209,0.878480124,Medium,0
12614,07/03/2011,-96,20,315.6,0.257372654,0.002421616,0.001112946,0.260907216,Low,2
12615,07/12/2011,-371,105,2291.19,0.99463807,0.013255162,0.008163531,1.016056763,High,0
12616,05/09/2011,-278,32,713.3,0.745308311,0.003951058,0.002532278,0.751791647,Low,1
12617,10/11/2011,-344,42,355.53,0.922252011,0.005225593,0.00125545,0.928733054,Medium,0
12618,18/11/2011,-352,11,177.31,0.943699732,0.001274535,0.00061941,0.945593676,Medium,0
12619,23/11/2011,-357,90,3641.24,0.957104558,0.01134336,0.012981658,0.981429575,High,0
12620,25/11/2011,-359,92,1339.41,0.962466488,0.011598267,0.004766771,0.978831525,High,0
12621,08/12/2011,-372,467,13689.67,0.997319035,0.059393321,0.048843002,1.105555358,High,0
12622,21/04/2011,-141,11,180.1,0.378016086,0.001274535,0.000629367,0.379919987,Low,2
12623,08/03/2011,-97,18,305.1,0.260053619,0.002166709,0.001075473,0.263295802,Low,2
12624,25/08/2011,-267,38,641.13,0.715817694,0.004715779,0.002274714,0.722808187,Low,1
12625,12/05/2011,-162,86,2683.82,0.434316354,0.010833546,0.009564769,0.454714669,Low,1
12626,16/11/2011,-350,294,6620.48,0.938337802,0.037343869,0.02361412,0.999295791,High,0
12627,29/11/2011,-363,230,4478.53,0.973190349,0.029186847,0.015969821,1.018347016,High,0
12628,05/12/2011,-369,41,786.46,0.989276139,0.005098139,0.002793375,0.997167654,High,0
12630,30/11/2011,-364,64,1270.88,0.975871314,0.008029569,0.004522197,0.98842308,High,0
12631,13/10/2011,-316,31,640.5,0.847184987,0.003823604,0.002272466,0.853281057,Medium,0
12633,12/10/2011,-315,101,2163.98,0.844504021,0.012745348,0.007709538,0.864958907,Medium,0
12635,11/09/2011,-284,101,1689.18,0.761394102,0.012745348,0.006015048,0.780154497,Medium,0
12637,03/10/2011,-306,390,6021.9,0.820375335,0.049579404,0.021477877,0.891432616,Medium,0
12638,06/11/2011,-340,39,671.69,0.91152815,0.004843232,0.002383778,0.91875516,Medium,0
12639,15/04/2011,-135,22,486.1,0.361930295,0.002676523,0.001721435,0.366328253,Low,2
12640,16/11/2011,-350,53,1174.58,0.938337802,0.006627581,0.004178517,0.9491439,High,0
12641,16/08/2011,-258,10,185.9,0.691689008,0.001147081,0.000650066,0.693486155,Low,1
12642,14/11/2011,-348,47,1013.26,0.932975871,0.00586286,0.00360279,0.942441522,Medium,0
12643,03/08/2011,-245,24,3344.64,0.656836461,0.00293143,0.011923137,0.671691028,Low,1
12644,02/08/2011,-244,31,477.91,0.654155496,0.003823604,0.001692206,0.659671306,Low,1
12645,06/11/2011,-340,73,1775.18,0.91152815,0.009176651,0.006321969,0.927026769,Medium,0
12646,05/12/2011,-369,45,1346.97,0.989276139,0.005607953,0.004793751,0.999677844,High,0
12647,17/11/2011,-351,121,3722.82,0.941018767,0.015294418,0.013272805,0.969585989,High,0
12648,08/07/2011,-219,21,318.05,0.587131367,0.00254907,0.00112169,0.590802127,Low,1
12649,24/08/2011,-266,31,623.51,0.713136729,0.003823604,0.002211831,0.719172164,Low,1
12650,06/12/2011,-370,20,314.44,0.991957105,0.002421616,0.001108806,0.995487527,High,0
12651,09/01/2011,-39,9,114,0.104557641,0.001019628,0.000393466,0.105970734,Low,2
12652,12/01/2011,-42,48,919.98,0.112600536,0.005990314,0.003269888,0.121860738,Low,2
12653,14/07/2011,-225,43,2209.85,0.603217158,0.005353046,0.007873241,0.616443445,Low,1
12654,29/11/2011,-363,38,601.98,0.973190349,0.004715779,0.002134993,0.980041121,High,0
12656,22/11/2011,-356,126,4051.17,0.954423592,0.015931685,0.014444637,0.984799914,High,0
12657,28/11/2011,-362,47,1643.18,0.970509383,0.00586286,0.005850881,0.982223124,High,0
12658,21/11/2011,-355,36,686.05,0.951742627,0.004460872,0.002435027,0.958638526,High,0
12659,10/11/2011,-344,5,91.68,0.922252011,0.000509814,0.000313809,0.923075634,Medium,0
12660,28/11/2011,-362,13,245.1,0.970509383,0.001529442,0.000861342,0.972900167,High,0
12662,09/12/2011,-373,230,3849.78,1,0.029186847,0.013725906,1.042912753,High,0
12664,01/12/2011,-365,37,4881.88,0.978552279,0.004588325,0.017409316,1.000549921,High,0
12665,19/01/2011,-49,3,63,0.131367292,0.000254907,0.000211454,0.131833654,Low,2
12667,12/10/2011,-315,33,620.13,0.844504021,0.004078511,0.002199768,0.850782301,Medium,0
12668,28/11/2011,-362,161,3807.15,0.970509383,0.020392557,0.013573766,1.004475706,High,0
12669,12/07/2011,-223,101,2744.03,0.597855228,0.012745348,0.00977965,0.620380225,Low,1
12670,29/11/2011,-363,92,2996.05,0.973190349,0.011598267,0.010679071,0.995467686,High,0
12672,14/01/2011,-44,10,225.9,0.117962466,0.001147081,0.00079282,0.119902368,Low,2
12673,04/12/2011,-368,42,610.52,0.986595174,0.005225593,0.002165471,0.993986238,High,0
12674,01/11/2011,-335,83,1970.6,0.898123324,0.010451185,0.007019394,0.915593903,Medium,0
12676,15/11/2011,-349,45,1331.39,0.935656836,0.005607953,0.004738149,0.946002938,Medium,0
12678,28/10/2011,-331,165,17628.46,0.887399464,0.020902371,0.062899954,0.971201789,High,0
12679,12/10/2011,-315,48,1113.02,0.844504021,0.005990314,0.003958819,0.854453154,Medium,0
12680,09/12/2011,-373,52,862.81,1,0.006500127,0.003065857,1.009565984,High,0
12681,25/11/2011,-359,638,13787.54,0.962466488,0.081187866,0.049192285,1.09284664,High,0
12682,06/12/2011,-370,525,12288.22,0.991957105,0.066785623,0.043841436,1.102584164,High,0
12683,05/12/2011,-369,344,8476.57,0.989276139,0.043716543,0.030238228,1.06323091,High,0
12684,02/12/2011,-366,105,2283.63,0.981233244,0.013255162,0.008136551,1.002624957,High,0
12685,11/11/2011,-345,157,2863.08,0.924932976,0.019882743,0.010204521,0.95502024,High,0
12686,03/12/2010,-2,7,89.14,0.00536193,0.000764721,0.000304744,0.006431395,Low,2
12688,18/08/2011,-260,171,4873.81,0.697050938,0.021667092,0.017380516,0.736098546,Low,1
12689,14/11/2011,-348,72,1247.61,0.932975871,0.009049197,0.00443915,0.946464219,Medium,0
12690,18/05/2011,-168,16,389.01,0.450402145,0.001911802,0.001374935,0.453688882,Low,1
12691,11/11/2011,-345,32,1035.8,0.924932976,0.003951058,0.003683232,0.932567266,Medium,0
12693,04/08/2011,-246,39,855.91,0.659517426,0.004843232,0.003041232,0.66740189,Low,1
12694,30/09/2011,-303,37,869.67,0.81233244,0.004588325,0.003090339,0.820011104,Medium,0
12695,02/12/2011,-366,27,582.1,0.981233244,0.00331379,0.002064045,0.986611079,High,0
12697,11/11/2011,-345,41,957.59,0.924932976,0.005098139,0.003404112,0.933435227,Medium,0
